#MLRT	#	IV	5	#ML	LRT
oath	N	IV	4	oat	ath
as	P	IV	2	as	as
Cabinet	N	OOV	7	Cab	net
Minister	N	OOV	8	Min	ter
.	,	IV	1	.	.
"	,	IV	1	"	"
			
RT	~	IV	2	RT	RT
@movies_weekend	@	IV	15	@mo	end
:	,	IV	1	:	:
1	$	IV	1	1	1
#movies	#	IV	7	#mo	ies
with	P	IV	4	wit	ith
actor	N	IV	5	act	tor
Presly	N	OOV	6	Pre	sly
Chapa	!	OOV	5	Cha	apa
for	P	IV	3	for	for
buy	V	IV	3	buy	buy
and	&	IV	3	and	and
direct	A	IV	6	dir	ect
download	V	IV	8	dow	oad
online	A	IV	6	onl	ine
,	,	IV	1	,	,
Netflix	^	IV	7	Net	lix
http://t.co/ufivMVYkpQ	U	IV	22	htt	kpQ
			
Jeesh	!	OOV	5	Jee	esh
Miley	^	IV	5	Mil	ley
went	V	IV	4	wen	ent
on	P	IV	2	on	on
an	D	IV	2	an	an
insta	G	IV	5	ins	sta
benge	^	IV	5	ben	nge
today	N	IV	5	tod	day
#butiloveyou	#	IV	12	#bu	you
			
Do	V	IV	2	Do	Do
not	R	IV	3	not	not
talk	V	IV	4	tal	alk
to	P	IV	2	to	to
me	O	IV	2	me	me
when	R	IV	4	whe	hen
im	L	IV	2	im	im
listening	V	IV	9	lis	ing
to	P	IV	2	to	to
bachata	!	OOV	7	bac	ata
.	,	IV	1	.	.
plz	!	OOV	3	plz	plz
&	&	OOV	1	&	&
ty	!	IV	2	ty	ty
.	,	IV	1	.	.
			
YALL	O	OOV	4	YAL	ALL
PEEP	N	OOV	4	PEE	EEP
OUT	T	OOV	3	OUT	OUT
THE	D	OOV	3	THE	THE
NEW	A	OOV	3	NEW	NEW
SHUGGA	N	OOV	6	SHU	GGA
SHANE	^	IV	5	SHA	ANE
VIDEO	N	OOV	5	VID	DEO
???	,	IV	3	???	???
DIS	D	OOV	3	DIS	DIS
SHIT	N	OOV	4	SHI	HIT
IS	V	IV	2	IS	IS
DOPE	N	OOV	4	DOP	OPE
.....	,	IV	5	...	...
PEEP	N	OOV	4	PEE	EEP
GAME	N	OOV	4	GAM	AME
THO	R	OOV	3	THO	THO
........	,	IV	8	...	...
http://t.co/LSvKoTA3v2	U	IV	22	htt	3v2
			
@shireenthesats	@	IV	15	@sh	ats
johnson	^	IV	7	joh	son
elive	^	IV	5	eli	ive
*	,	IV	1	*	*
and	&	IV	3	and	and
no	!	IV	2	no	no
one	$	IV	3	one	one
says	V	IV	4	say	ays
that	O	IV	4	tha	hat
anymore	R	IV	7	any	ore
lmao	!	OOV	4	lma	mao
...	~	OOV	3	...	...
anyways	!	IV	7	any	ays
yeah	!	IV	4	yea	eah
i	O	IV	1	i	i
agree	V	IV	5	agr	ree
with	P	IV	4	wit	ith
you	O	IV	3	you	you
,	,	IV	1	,	,
and	&	IV	3	and	and
theres	Y	IV	6	the	res
4	$	IV	1	4	4
of	P	IV	2	of	of
us	O	IV	2	us	us
.	,	IV	1	.	.
#goodluckyagonnaneedit	#	IV	22	#go	dit
			
@Jack_Mac22	@	IV	11	@Ja	c22
thanks	N	IV	6	tha	nks
man	!	IV	3	man	man
.	,	IV	1	.	.
Hmu	!	OOV	3	Hmu	Hmu
if	P	IV	2	if	if
u	O	IV	1	u	u
ever	R	IV	4	eve	ver
need	V	IV	4	nee	eed
a	D	IV	1	a	a
ride	V	IV	4	rid	ide
lol	!	IV	3	lol	lol
			
@thonyaaaa	@	IV	10	@th	aaa
lol	!	IV	3	lol	lol
im	L	IV	2	im	im
sorry	!	IV	5	sor	rry
but	&	IV	3	but	but
i	O	IV	1	i	i
knew	V	IV	4	kne	new
you	O	IV	3	you	you
was	V	IV	3	was	was
gone	V	IV	4	gon	one
forget	V	IV	6	for	get
about	P	IV	5	abo	out
me	O	IV	2	me	me
			
UofL	N	OOV	4	Uof	ofL
Coach	N	OOV	5	Coa	ach
Walz	^	IV	4	Wal	alz
becomes	V	IV	7	bec	mes
asst	N	IV	4	ass	sst
.	,	IV	1	.	.
coach	N	IV	5	coa	ach
for	P	IV	3	for	for
U-18	^	IV	4	U-1	-18
FIBA	^	IV	4	FIB	IBA
team	N	IV	4	tea	eam
-	,	IV	1	-	-
#Louisville	#	IV	11	#Lo	lle
,	,	IV	1	,	,
Ky	^	IV	2	Ky	Ky
....	,	IV	4	...	...
http://t.co/JZxNozREWy	U	IV	22	htt	EWy
#ColoradoSprings	#	IV	16	#Co	ngs
#JeffWalz	#	IV	9	#Je	alz
#LadyCards	#	IV	10	#La	rds
			
Pag	!	IV	3	Pag	Pag
middle	N	IV	6	mid	dle
child	N	IV	5	chi	ild
ba	!	IV	2	ba	ba
talaga	!	OOV	6	tal	aga
,	,	IV	1	,	,
under	P	IV	5	und	der
appreciated	V	IV	11	app	ted
?	,	IV	1	?	?
			
RT	~	IV	2	RT	RT
@waiting4codot	@	IV	14	@wa	dot
:	,	IV	1	:	:
Alright	!	OOV	7	Alr	ght
!	,	IV	1	!	!
Time	N	IV	4	Tim	ime
to	P	IV	2	to	to
cook	V	IV	4	coo	ook
some	D	IV	4	som	ome
PEROGIES	N	OOV	8	PER	IES
!	,	IV	1	!	!
NOMNOMNOMNOM	!	OOV	12	NOM	NOM
!	,	IV	1	!	!
			
I	O	IV	1	I	I
liked	V	IV	5	lik	ked
a	D	IV	1	a	a
@YouTube	@	IV	8	@Yo	ube
video	N	IV	5	vid	deo
http://t.co/2506YfCjDz	U	IV	22	htt	jDz
Jhene	^	IV	5	Jhe	ene
Aiko	^	IV	4	Aik	iko
Performs	V	OOV	8	Per	rms
'	,	IV	1	'	'
The	D	IV	3	The	The
Worst	A	OOV	5	Wor	rst
'	,	IV	1	'	'
			
Omg	!	OOV	3	Omg	Omg
yanish	!	OOV	6	yan	ish
Marshall	^	IV	8	Mar	all
got	V	IV	3	got	got
through	P	IV	7	thr	ugh
to	P	IV	2	to	to
the	D	IV	3	the	the
finals	N	IV	6	fin	als
of	P	IV	2	of	of
BGT	!	OOV	3	BGT	BGT
			
@craftsBoy	@	IV	10	@cr	Boy
ha	!	IV	2	ha	ha
HAA	!	OOV	3	HAA	HAA
!	,	IV	1	!	!
You	O	IV	3	You	You
fuckbag	!	OOV	7	fuc	bag
.	,	IV	1	.	.
Predictable	A	OOV	11	Pre	ble
,	,	IV	1	,	,
yet	R	IV	3	yet	yet
STILL	R	OOV	5	STI	ILL
made	V	IV	4	mad	ade
me	O	IV	2	me	me
laugh	V	IV	5	lau	ugh
.	,	IV	1	.	.
			
@trillajames	@	IV	12	@tr	mes
@gladonce	@	IV	9	@gl	nce
Idk	L	OOV	3	Idk	Idk
you	O	IV	3	you	you
&	&	OOV	1	&	&
all	D	IV	3	all	all
you	O	IV	3	you	you
do	V	IV	2	do	do
is	V	IV	2	is	is
be	V	IV	2	be	be
an	D	IV	2	an	an
asshole	N	IV	7	ass	ole
in	P	IV	2	in	in
my	D	IV	2	my	my
mentions	N	IV	8	men	ons
lol	!	IV	3	lol	lol
.	,	IV	1	.	.
How	R	IV	3	How	How
you	O	IV	3	you	you
tryna	V	OOV	5	try	yna
be	V	IV	2	be	be
my	D	IV	2	my	my
friend	N	IV	6	fri	end
acting	V	IV	6	act	ing
up	T	IV	2	up	up
			
Congrats	!	OOV	8	Con	ats
to	P	IV	2	to	to
Atletico	^	IV	8	Atl	ico
Madrid	^	IV	6	Mad	rid
(	,	IV	1	(	(
y	R	IV	1	y	y
)	,	IV	1	)	)
			
*	,	IV	1	*	*
sigh	V	IV	4	sig	igh
*	,	IV	1	*	*
.	,	IV	1	.	.
.	,	IV	1	.	.
.	,	IV	1	.	.
.	,	IV	1	.	.
SUNNY	^	IV	5	SUN	NNY
!!!	,	IV	3	!!!	!!!
I	O	IV	1	I	I
HATE	V	OOV	4	HAT	ATE
YOU	O	OOV	3	YOU	YOU
!!!!	,	IV	4	!!!	!!!
UGH	!	OOV	3	UGH	UGH
!	,	IV	1	!	!
AEGYO	^	IV	5	AEG	GYO
!	,	IV	1	!	!
PAKER	^	IV	5	PAK	KER
KA	^	IV	2	KA	KA
PAKER	^	IV	5	PAK	KER
!	,	IV	1	!	!
T	G	IV	1	T	T
T__________T	E	OOV	12	T__	__T
T	G	IV	1	T	T
			
super	R	IV	5	sup	per
feet	N	IV	4	fee	eet
junior	N	IV	6	jun	ior
RT	~	IV	2	RT	RT
@haepepper	@	IV	10	@ha	per
:	,	IV	1	:	:
Why	R	IV	3	Why	Why
does	V	IV	4	doe	oes
sj	^	IV	2	sj	sj
members	N	IV	7	mem	ers
like	P	IV	4	lik	ike
to	P	IV	2	to	to
tweet	V	IV	5	twe	eet
their	D	IV	5	the	eir
feets	N	OOV	5	fee	ets
hahahahahahahahah	!	OOV	17	hah	hah
			
Kuya	^	IV	4	Kuy	uya
yanny	!	OOV	5	yan	nny
nice	A	IV	4	nic	ice
meeting	N	IV	7	mee	ing
you	O	IV	3	you	you
!	,	IV	1	!	!
Hugs	V	OOV	4	Hug	ugs
and	&	IV	3	and	and
gigil	!	OOV	5	gig	gil
for	P	IV	3	for	for
you	O	IV	3	you	you
!	,	IV	1	!	!
:o	E	OOV	2	:o	:o
Please	V	OOV	6	Ple	ase
don't	V	IV	5	don	n't
go	V	IV	2	go	go
.	,	IV	1	.	.
Love	N	IV	4	Lov	ove
baby	N	IV	4	bab	aby
bugoy	!	OOV	5	bug	goy
:)	E	OOV	2	:)	:)
http://t.co/8h8NfMuMbB	U	IV	22	htt	MbB
			
jorok	!	OOV	5	jor	rok
ah	!	IV	2	ah	ah
-__-	E	OOV	4	-__	__-
"	,	IV	1	"	"
@S94X_BESTieHR	@	IV	14	@S9	eHR
:	,	IV	1	:	:
hai	!	IV	3	hai	hai
oppa	!	IV	4	opp	ppa
'	,	IV	1	'	'
3	$	IV	1	3	3
'	,	IV	1	'	'
/upilin/	!	OOV	8	/up	in/
/	,	IV	1	/	/
?	,	IV	1	?	?
RT	~	IV	2	RT	RT
@S90x_XiuMin	@	IV	12	@S9	Min
:	,	IV	1	:	:
wahh	!	OOV	4	wah	ahh
princes	N	IV	7	pri	ces
fiona	^	IV	5	fio	ona
:o	E	OOV	2	:o	:o
"	,	IV	1	"	"
@S94X_BESTieHR	@	IV	14	@S9	eHR
:	,	IV	1	:	:
TEST	N	OOV	4	TES	EST
NEW	A	OOV	3	NEW	NEW
AVA&DN	N	OOV	6	AVA	&DN
"	,	IV	1	"	"
			
"	,	IV	1	"	"
@typicallyzayn	@	IV	14	@ty	ayn
:	,	IV	1	:	:
NIALLS	L	OOV	6	NIA	LLS
YELLING	V	OOV	7	YEL	ING
AT	P	IV	2	AT	AT
THE	D	OOV	3	THE	THE
REF	N	OOV	3	REF	REF
BC	P	IV	2	BC	BC
HARRY	^	IV	5	HAR	RRY
GOT	V	OOV	3	GOT	GOT
TACKLED	V	OOV	7	TAC	LED
AW	!	IV	2	AW	AW
http://t.co/nmhzolLerg	U	IV	22	htt	erg
"	,	IV	1	"	"
NARRY	^	IV	5	NAR	RRY
I	O	IV	1	I	I
			
@indxxxx	@	IV	8	@in	xxx
y	R	IV	1	y	y
tho	R	IV	3	tho	tho
u	O	IV	1	u	u
luk	!	IV	3	luk	luk
fit	V	IV	3	fit	fit
			
"	,	IV	1	"	"
@virgiljonathans	@	IV	16	@vi	ans
:	,	IV	1	:	:
pict	N	IV	4	pic	ict
:	,	IV	1	:	:
@SteffyChiBi	@	IV	12	@St	iBi
at	P	IV	2	at	at
INBOX	N	OOV	5	INB	BOX
SCTV	^	IV	4	SCT	CTV
-	,	IV	1	-	-
City	N	IV	4	Cit	ity
Market	N	OOV	6	Mar	ket
Pondok	!	OOV	6	Pon	dok
Cabe	^	IV	4	Cab	abe
#SharePictChiBi	#	IV	15	#Sh	iBi
http://t.co/aS74NGcvUp	U	IV	22	htt	vUp
"	,	IV	1	"	"
			
@NiallOfficial	@	IV	14	@Ni	ial
niall	^	IV	5	nia	all
!!!	,	IV	3	!!!	!!!
niall	^	IV	5	nia	all
!!!	,	IV	3	!!!	!!!
niall	^	IV	5	nia	all
!!!	,	IV	3	!!!	!!!
how	R	IV	3	how	how
are	V	IV	3	are	are
you	O	IV	3	you	you
???	,	IV	3	???	???
it	O	IV	2	it	it
would	V	IV	5	wou	uld
mean	V	IV	4	mea	ean
soooo	R	OOV	5	soo	ooo
much	A	IV	4	muc	uch
if	P	IV	2	if	if
you	O	IV	3	you	you
followed	V	IV	8	fol	wed
me	O	IV	2	me	me
please	V	IV	6	ple	ase
ilysm	!	OOV	5	ily	ysm
ekxh	!	OOV	4	ekx	kxh
			
Nicki	^	IV	5	Nic	cki
Minaj	^	IV	5	Min	naj
-	,	IV	1	-	-
High	A	IV	4	Hig	igh
School	N	OOV	6	Sch	ool
ft	V	IV	2	ft	ft
.	,	IV	1	.	.
Lil	A	IV	3	Lil	Lil
Wayne	^	IV	5	Way	yne
http://t.co/gMXZmh4Znh	U	IV	22	htt	Znh
			
NowPlaying	!	OOV	10	Now	ing
Rocky	^	IV	5	Roc	cky
Balboa	^	IV	6	Bal	boa
-	,	IV	1	-	-
Migos	^	IV	5	Mig	gos
Feat	V	OOV	4	Fea	eat
.	,	IV	1	.	.
PeeWee	^	IV	6	Pee	Wee
Longway	^	IV	7	Lon	way
http://t.co/o4FhD1pi3O	U	IV	22	htt	i3O
			
RT	~	IV	2	RT	RT
@TheOnlyReed	@	IV	12	@Th	eed
:	,	IV	1	:	:
U	O	IV	1	U	U
gotta	V	IV	5	got	tta
strike	N	IV	6	str	ike
out	T	IV	3	out	out
a	D	IV	1	a	a
few	A	IV	3	few	few
times	N	IV	5	tim	mes
to	P	IV	2	to	to
know	V	IV	4	kno	now
what	O	IV	4	wha	hat
a	D	IV	1	a	a
good	A	IV	4	goo	ood
homerun	N	OOV	7	hom	run
feel	V	IV	4	fee	eel
like	P	IV	4	lik	ike
			
@ashleyjclarke	@	IV	14	@as	rke
oh	!	IV	2	oh	oh
really	R	IV	6	rea	lly
u	O	IV	1	u	u
could	V	IV	5	cou	uld
come	V	IV	4	com	ome
to	P	IV	2	to	to
mine	O	IV	4	min	ine
if	P	IV	2	if	if
u	O	IV	1	u	u
do	V	IV	2	do	do
...	~	OOV	3	...	...
to	P	IV	2	to	to
my	D	IV	2	my	my
shame	N	IV	5	sha	ame
my	D	IV	2	my	my
juicer	N	IV	6	jui	cer
is	V	IV	2	is	is
dusty	A	IV	5	dus	sty
...	~	OOV	3	...	...
&	&	OOV	1	&	&
would	V	IV	5	wou	uld
have	V	IV	4	hav	ave
to	P	IV	2	to	to
find	V	IV	4	fin	ind
a	D	IV	1	a	a
kettle	N	IV	6	ket	tle
lead	V	IV	4	lea	ead
too	R	IV	3	too	too
...	~	OOV	3	...	...
dayum	!	OOV	5	day	yum
x	E	IV	1	x	x
			
RT	~	IV	2	RT	RT
@OreWanKenobi	@	IV	13	@Or	obi
:	,	IV	1	:	:
I	O	IV	1	I	I
can	V	IV	3	can	can
discuss	V	IV	7	dis	uss
the	D	IV	3	the	the
aesthetics	N	IV	10	aes	ics
now	R	IV	3	now	now
.	,	IV	1	.	.
Cristiano	^	IV	9	Cri	ano
is	V	IV	2	is	is
a	D	IV	1	a	a
beaut	A	IV	5	bea	aut
beaut	A	IV	5	bea	aut
beaut	A	IV	5	bea	aut
omg	!	OOV	3	omg	omg
,	,	IV	1	,	,
Isco	!	OOV	4	Isc	sco
too	R	IV	3	too	too
mmmm	!	OOV	4	mmm	mmm
and	&	IV	3	and	and
Ramos	^	IV	5	Ram	mos
mm	!	IV	2	mm	mm
nah	!	IV	3	nah	nah
hello	!	IV	5	hel	llo
			
Roush	^	IV	5	Rou	ush
taps	N	IV	4	tap	aps
Trevor	^	IV	6	Tre	vor
Bayne	^	IV	5	Bay	yne
for	P	IV	3	for	for
Cup	N	IV	3	Cup	Cup
ride	V	IV	4	rid	ide
;	,	IV	1	;	;
future	N	IV	6	fut	ure
#uncertain	#	IV	10	#un	ain
for	P	IV	3	for	for
Biffle	N	OOV	6	Bif	fle
,	,	IV	1	,	,
Edwards	^	IV	7	Edw	rds
-	,	IV	1	-	-
MORE	A	OOV	4	MOR	ORE
:	,	IV	1	:	:
|	G	OOV	1	|	|
|	G	OOV	1	|	|
|	G	OOV	1	|	|
Bayne	^	IV	5	Bay	yne
and	&	IV	3	and	and
...	~	OOV	3	...	...
http://t.co/ou9XQvgFBI	U	IV	22	htt	FBI
#TrevorBayne	#	IV	12	#Tr	yne
			
funniest	A	IV	8	fun	est
car	N	IV	3	car	car
ride	V	IV	4	rid	ide
way	N	IV	3	way	way
home	N	IV	4	hom	ome
with	P	IV	4	wit	ith
@Moth_xD	@	IV	8	@Mo	_xD
playing	V	IV	7	pla	ing
james	^	IV	5	jam	mes
blunt	N	IV	5	blu	unt
,	,	IV	1	,	,
nath	^	IV	4	nat	ath
arguing	V	IV	7	arg	ing
about	P	IV	5	abo	out
his	D	IV	3	his	his
e-fag	G	OOV	5	e-f	fag
and	&	IV	3	and	and
patt	N	IV	4	pat	att
rapping	V	IV	7	rap	ing
about	P	IV	5	abo	out
being	V	IV	5	bei	ing
in	P	IV	2	in	in
my	D	IV	2	my	my
car	N	IV	3	car	car
lol	!	IV	3	lol	lol
			
Nicki	^	IV	5	Nic	cki
Minaj	^	IV	5	Min	naj
|	G	OOV	1	|	|
Pills	N	IV	5	Pil	lls
N	&	IV	1	N	N
Potions	N	OOV	7	Pot	ons
			
RT	~	IV	2	RT	RT
@Pembrook_Bitch	@	IV	15	@Pe	tch
:	,	IV	1	:	:
I	O	IV	1	I	I
miss	V	IV	4	mis	iss
goin	V	IV	4	goi	oin
to	P	IV	2	to	to
mansion	N	IV	7	man	ion
elan	N	IV	4	ela	lan
ery	!	IV	3	ery	ery
wkeend	!	OOV	6	wke	end
.	,	IV	1	.	.
Im	L	IV	2	Im	Im
finna	!	OOV	5	fin	nna
start	V	IV	5	sta	art
back	R	IV	4	bac	ack
goin	V	IV	4	goi	oin
doe	!	IV	3	doe	doe
			
Kerrang!'s	Z	OOV	10	Ker	!'s
50	$	IV	2	50	50
Greatest	A	OOV	8	Gre	est
Rockstars	N	OOV	9	Roc	ars
In	P	IV	2	In	In
The	D	IV	3	The	The
World	N	OOV	5	Wor	rld
Today	N	OOV	5	Tod	day
-	,	IV	1	-	-
Kerrang	^	IV	7	Ker	ang
!	,	IV	1	!	!
http://t.co/huoABZYc5R	U	IV	22	htt	c5R
via	P	IV	3	via	via
@kerrangmagazine	@	IV	16	@ke	ine
			
Aksi	^	IV	4	Aks	ksi
Tom	^	IV	3	Tom	Tom
Cruise	N	IV	6	Cru	ise
&	&	OOV	1	&	&
Emily	^	IV	5	Emi	ily
Blunt	N	OOV	5	Blu	unt
di	G	IV	2	di	di
Video	N	OOV	5	Vid	deo
14	$	IV	2	14	14
Menit	!	OOV	5	Men	nit
'	,	IV	1	'	'
Edge	N	IV	4	Edg	dge
of	P	IV	2	of	of
Tomorrow	N	OOV	8	Tom	row
'	,	IV	1	'	'
http://t.co/tMR5gN2r4D	U	IV	22	htt	r4D
			
@MikeAndMike	@	IV	12	@Mi	ike
@notthefakeSVP	@	IV	14	@no	SVP
ok	!	IV	2	ok	ok
.	,	IV	1	.	.
SVP	N	IV	3	SVP	SVP
is	V	IV	2	is	is
NOT	R	OOV	3	NOT	NOT
a	D	IV	1	a	a
early	A	IV	5	ear	rly
morning	N	IV	7	mor	ing
show	N	IV	4	sho	how
guy	N	IV	3	guy	guy
.	,	IV	1	.	.
Lol	!	IV	3	Lol	Lol
.	,	IV	1	.	.
I	O	IV	1	I	I
don't	V	IV	5	don	n't
need	V	IV	4	nee	eed
that	O	IV	4	tha	hat
much	A	IV	4	muc	uch
skull	N	IV	5	sku	ull
till	P	IV	4	til	ill
lunch	N	IV	5	lun	nch
time	N	IV	4	tim	ime
!	,	IV	1	!	!
Lol	!	IV	3	Lol	Lol
			
@NiallOfficial	@	IV	14	@Ni	ial
aww	!	IV	3	aww	aww
bby	N	IV	3	bby	bby
I'm	L	IV	3	I'm	I'm
proud	A	IV	5	pro	oud
of	P	IV	2	of	of
you	O	IV	3	you	you
!	,	IV	1	!	!
			
@izsyamim	@	IV	9	@iz	mim
I	O	IV	1	I	I
know	V	IV	4	kno	now
right	!	IV	5	rig	ght
?	,	IV	1	?	?
melampau	!	OOV	8	mel	pau
kot	^	IV	3	kot	kot
0	$	IV	1	0	0
			
RT	~	IV	2	RT	RT
@SulesMusic	@	IV	11	@Su	sic
:	,	IV	1	:	:
second	A	IV	6	sec	ond
time	N	IV	4	tim	ime
this	O	IV	4	thi	his
shit	N	IV	4	shi	hit
crashed	V	IV	7	cra	hed
on	P	IV	2	on	on
DatPiff	^	IV	7	Dat	iff
,	,	IV	1	,	,
so	R	IV	2	so	so
we	O	IV	2	we	we
on	P	IV	2	on	on
soundcloud	^	IV	10	sou	oud
with	P	IV	4	wit	ith
it	O	IV	2	it	it
https://t.co/kVA4f0aaZh	U	IV	23	htt	aZh
			
@marco3eyes	@	IV	11	@ma	yes
lol	!	IV	3	lol	lol
ima	L	IV	3	ima	ima
still	R	IV	5	sti	ill
think	V	IV	5	thi	ink
bout	P	IV	4	bou	out
it	O	IV	2	it	it
			
RT	~	IV	2	RT	RT
@Home_elf	@	IV	9	@Ho	elf
:	,	IV	1	:	:
140523	$	IV	6	140	523
KTR	^	IV	3	KTR	KTR
-	,	IV	1	-	-
cutie	N	IV	5	cut	tie
~	G	OOV	1	~	~
[	,	IV	1	[	[
c	G	IV	1	c	c
.	,	IV	1	.	.
mi870621	!	OOV	8	mi8	621
]	,	IV	1	]	]
http://t.co/SHfZD1lDht	U	IV	22	htt	Dht
			
u	O	IV	1	u	u
can	V	IV	3	can	can
tweet	V	IV	5	twe	eet
GIFS	N	OOV	4	GIF	IFS
.	,	IV	1	.	.
WHYTSB	!	OOV	6	WHY	TSB
			
@CBryant_	@	IV	9	@CB	nt_
it's	L	IV	4	it'	t's
not	R	IV	3	not	not
fair	N	IV	4	fai	air
though	P	IV	6	tho	ugh
Subban	!	OOV	6	Sub	ban
Doughty	^	IV	7	Dou	hty
and	&	IV	3	and	and
Oshie	^	IV	5	Osh	hie
all	D	IV	3	all	all
have	V	IV	4	hav	ave
twitters	N	IV	8	twi	ers
#NHL15Bergeron	#	IV	14	#NH	ron
			
But	&	IV	3	But	But
thats	L	OOV	5	tha	ats
okay	!	IV	4	oka	kay
.	,	IV	1	.	.
Aint	V	IV	4	Ain	int
no	!	IV	2	no	no
thing	N	IV	5	thi	ing
for	P	IV	3	for	for
me	O	IV	2	me	me
to	P	IV	2	to	to
keep	V	IV	4	kee	eep
it	O	IV	2	it	it
on	P	IV	2	on	on
the	D	IV	3	the	the
low	A	IV	3	low	low
.	,	IV	1	.	.
			
@___Columbiiana	@	IV	15	@__	ana
lol	!	IV	3	lol	lol
just	R	IV	4	jus	ust
made	V	IV	4	mad	ade
it	O	IV	2	it	it
lol	!	IV	3	lol	lol
			
T	G	IV	1	T	T
:	,	IV	1	:	:
viafo_share_twitter	V	OOV	19	via	ter
R	N	IV	1	R	R
:	,	IV	1	:	:
4888759250190336	!	OOV	16	488	336
2014-05-26T	$	IV	11	201	26T
11:33:04	$	IV	8	11:	:04
.	,	IV	1	.	.
452740	$	IV	6	452	740
VSG	!	OOV	3	VSG	VSG
Share	N	OOV	5	Sha	are
			
Multichannel	A	OOV	12	Mul	nel
-	,	IV	1	-	-
did	V	IV	3	did	did
you	O	IV	3	you	you
know	V	IV	4	kno	now
?	,	IV	1	?	?
I	O	IV	1	I	I
preordered	V	OOV	10	pre	red
Jack	^	IV	4	Jac	ack
Ryan	^	IV	4	Rya	yan
via	P	IV	3	via	via
Tesco	^	IV	5	Tes	sco
Entertainment	N	OOV	13	Ent	ent
,	,	IV	1	,	,
and	&	IV	3	and	and
it	O	IV	2	it	it
was	V	IV	3	was	was
added	V	IV	5	add	ded
to	P	IV	2	to	to
my	D	IV	2	my	my
Blinkbox	^	IV	8	Bli	box
library	N	IV	7	lib	ary
to	P	IV	2	to	to
watch	V	IV	5	wat	tch
a	D	IV	1	a	a
week	N	IV	4	wee	eek
before	P	IV	6	bef	ore
			
Chica	!	IV	5	Chi	ica
you	O	IV	3	you	you
shine	V	IV	5	shi	ine
so	R	IV	2	so	so
bright	A	IV	6	bri	ght
!	,	IV	1	!	!
@ozi_louise	@	IV	11	@oz	ise
XO	E	OOV	2	XO	XO
@infinite_chasm	@	IV	15	@in	asm
@bonnie_hake	@	IV	12	@bo	ake
@intoxicatedwith	@	IV	16	@in	ith
@BerryclearC	@	IV	12	@Be	arC
@JLYRICAL118	@	IV	12	@JL	118
@mussoangela70	@	IV	14	@mu	a70
@Berteena	@	IV	9	@Be	ena
			
@hemmomehappy	@	IV	13	@he	ppy
OMG	!	OOV	3	OMG	OMG
CAN	V	OOV	3	CAN	CAN
I	O	IV	1	I	I
JUST	R	OOV	4	JUS	UST
SAY	V	OOV	3	SAY	SAY
YOUR	!	OOV	4	YOU	OUR
ICON	N	OOV	4	ICO	CON
ONE	$	IV	3	ONE	ONE
YOURE	L	OOV	5	YOU	URE
PRETTY	R	OOV	6	PRE	TTY
AND	&	OOV	3	AND	AND
YOUR	!	OOV	4	YOU	OUR
SHIRT	N	OOV	5	SHI	IRT
I	O	IV	1	I	I
WANT	V	OOV	4	WAN	ANT
I	O	IV	1	I	I
WANT	V	OOV	4	WAN	ANT
			
@mellentb	@	IV	9	@me	ntb
something	N	IV	9	som	ing
tells	V	IV	5	tel	lls
me	O	IV	2	me	me
you're	L	IV	6	you	're
subtweeting	V	OOV	11	sub	ing
creekview	!	OOV	9	cre	iew
?	,	IV	1	?	?
			
My	D	IV	2	My	My
week	N	IV	4	wee	eek
on	P	IV	2	on	on
twitter	^	IV	7	twi	ter
:	,	IV	1	:	:
9	$	IV	1	9	9
New	A	IV	3	New	New
Followers	N	OOV	9	Fol	ers
,	,	IV	1	,	,
2	$	IV	1	2	2
Mentions	N	OOV	8	Men	ons
,	,	IV	1	,	,
1.41	$	IV	4	1.4	.41
K	^	IV	1	K	K
Mention	V	OOV	7	Men	ion
Reach	V	OOV	5	Rea	ach
,	,	IV	1	,	,
1	$	IV	1	1	1
Replies	N	OOV	7	Rep	ies
,	,	IV	1	,	,
6	$	IV	1	6	6
Retweets	N	OOV	8	Ret	ets
,	,	IV	1	,	,
655	$	IV	3	655	655
Retweet	V	OOV	7	Ret	eet
Reach	V	OOV	5	Rea	ach
.	,	IV	1	.	.
via	P	IV	3	via	via
http://t.co/IOLJtbSOrG	U	IV	22	htt	OrG
			
@SayMyDude	@	IV	10	@Sa	ude
you	O	IV	3	you	you
should	V	IV	6	sho	uld
do	V	IV	2	do	do
it	O	IV	2	it	it
at	P	IV	2	at	at
Forney	^	IV	6	For	ney
park	N	IV	4	par	ark
bruh	N	OOV	4	bru	ruh
			
Niall	^	IV	5	Nia	all
Zayn	^	IV	4	Zay	ayn
Louis	^	IV	5	Lou	uis
Harry	^	IV	5	Har	rry
Liam	^	IV	4	Lia	iam
http://t.co/Rtb7prLDXQ	U	IV	22	htt	DXQ
			
RT	~	IV	2	RT	RT
@teenpizzaqueen	@	IV	15	@te	een
:	,	IV	1	:	:
LMFAO	!	OOV	5	LMF	FAO
MY	D	OOV	2	MY	MY
FRIEND	N	OOV	6	FRI	END
JUST	R	OOV	4	JUS	UST
TOLD	V	OOV	4	TOL	OLD
ME	O	IV	2	ME	ME
THAT	O	OOV	4	THA	HAT
NIALL	^	IV	5	NIA	ALL
AND	&	OOV	3	AND	AND
PIERS	^	IV	5	PIE	ERS
ARE	V	IV	3	ARE	ARE
SHOUTING	V	OOV	8	SHO	ING
AT	P	IV	2	AT	AT
EACH	D	OOV	4	EAC	ACH
